Employer_No,Cash_Received_Date,Total_Amt
100057,30/04/2018,616.31
100671,28/06/2018,540.77
100936,17/05/2018,1798.69
100091,21/06/2018,478.8
100936,28/06/2018,1798.69
100007,20/07/2018,217.79
100778,19/02/2018,1895.71
100276,27/10/2017,535.83
100956,24/10/2017,631.76
100417,30/10/2017,364.8
100746,6/11/2017,210.5
100007,20/07/2018,280.96
100936,13/12/2018,1802.28
100354,19/09/2018,377.57
100520,20/09/2018,319.49
100163,1/11/2018,1570.54
100283,16/07/2018,1111.66
100163,6/07/2018,1546.13
100782,27/09/2018,304.56
100936,9/08/2018,1802.28
100840,26/07/2018,520.55
100840,4/10/2018,884.93
100551,11/10/2018,7346.72
100782,24/10/2018,349.52
100956,28/08/2018,653.4
100208,4/10/2018,2151.13
100327,6/09/2018,1049.33
100276,2/05/2018,76
100091,8/05/2018,782.33
100276,13/03/2018,4140.44
100809,26/03/2018,1887.6
100268,4/10/2017,162.17
100007,31/10/2017,596.18
100276,18/08/2017,76
100746,30/10/2017,500.24
100276,27/10/2017,1930.86
100276,27/10/2017,76
100936,15/11/2018,1802.28
100809,21/11/2017,546.44
100283,8/09/2017,439.48
100936,7/09/2017,950
100276,4/06/2018,76
100283,10/10/2017,336.08
100318,3/04/2018,1223.22
100417,20/04/2018,1609.3
100809,23/10/2017,546.44
100007,30/01/2018,592.85
100936,19/10/2017,950
100936,2/11/2017,950
100007,30/01/2018,267.66
100276,21/12/2017,2313.6
100007,30/01/2018,123.5
100069,23/08/2018,410.4
100551,16/08/2018,7554.12
100257,12/03/2018,412.44
100290,6/11/2018,2206
100428,28/09/2017,712.18
100411,27/06/2018,369.27
100229,5/07/2018,1583.34
100460,6/08/2018,345.8
100530,20/08/2018,1000
100229,7/08/2018,791.67
100708,27/08/2018,822.13
100755,9/08/2018,335.79
100924,31/08/2018,1448.27
100229,19/10/2018,2375.01
100755,9/10/2018,200.08
100924,31/10/2018,1420.02
100428,5/11/2018,2600.08
100460,6/12/2018,345.8
100947,4/12/2018,100
100557,16/07/2018,1005.52
100458,7/08/2017,1035.69
100411,3/07/2017,346.56
100360,5/12/2017,382.78
100624,5/04/2018,438.46
100114,7/09/2018,1075.52
100755,15/05/2018,289.07
100924,30/05/2018,1012.7
100397,21/12/2017,446.5
100934,6/12/2017,585.2
100530,20/12/2017,2868.64
100329,9/07/2018,2256.25
100460,26/09/2018,345.8
100290,4/05/2018,490.2
100397,14/09/2017,460.75
100257,12/09/2017,804.16
100708,21/07/2017,549.54
100783,18/04/2018,1532.84
100843,4/05/2018,412.57
100229,17/04/2018,2375.01
100729,3/08/2017,427.16
100411,13/06/2018,54.34
100460,29/08/2017,434.72
100947,21/12/2017,464
100257,15/05/2018,545.01
100708,27/07/2018,576.62
100411,4/09/2018,152.2
100290,5/07/2018,2223
100458,31/10/2018,9245.25
100783,18/10/2018,2430.45
100934,9/11/2018,608
100934,9/10/2017,611.8
100530,27/11/2017,2868.64
100458,1/05/2018,6980.35
100458,2/08/2018,10141.72
100843,13/07/2018,474.12
100383,6/09/2018,343.26
100428,25/07/2018,2414.36
100947,4/12/2018,100
100624,3/07/2018,373.84
100497,6/08/2018,120.41
100257,15/10/2018,642.72
100947,4/12/2018,100
100458,6/11/2017,557.46
100557,29/10/2018,65.83
100950,23/10/2018,594.45
100129,26/11/2018,376.34
100924,30/11/2018,1099.99
100458,6/11/2017,422.56
100428,28/09/2017,2187.71
100530,20/08/2018,1000
100331,17/05/2018,684
100229,28/12/2018,791.67
100557,3/04/2018,482.62
100530,23/05/2018,1000
100708,23/02/2018,686.99
100331,6/02/2018,1031.34
100530,19/09/2017,2868.64
100229,31/07/2017,791.67
100755,28/06/2018,250.01
100924,27/07/2018,1167.68
100557,6/07/2018,489.8
100257,16/08/2018,641.91
100557,28/09/2018,245.82
100557,14/09/2018,340.68
100557,29/10/2018,311.05
100557,17/11/2017,305.74
100557,31/12/2018,76.57
100924,31/12/2018,145.92
100934,9/02/2018,676.9
100557,23/04/2018,237.32
100331,14/06/2018,684
100557,3/04/2018,137.03
100557,15/09/2017,239.98
100460,8/12/2017,432.25
100950,19/11/2018,594.45
100257,11/07/2018,512.44
100557,17/09/2018,877.92
100257,13/09/2018,513.8
100331,14/03/2018,684
100557,14/05/2018,570.54
100140,5/12/2017,209.47
100843,7/03/2018,319.52
100530,27/11/2017,2868.64
100708,24/11/2017,686.99
100729,27/02/2018,16.64
100383,6/09/2018,343.26
100708,13/04/2018,549.59
100770,29/12/2017,349.6
100947,21/12/2017,402
100530,28/07/2017,2868.64
100755,3/07/2017,181.12
100924,28/07/2017,1270.98
100458,10/11/2017,567.15
100924,30/11/2017,86.85
100729,20/08/2018,524.1
100770,29/12/2017,349.6
100257,15/11/2017,714.64
100229,9/11/2017,791.67
100458,30/08/2017,561.74
100458,15/09/2017,530.86
100708,25/09/2018,657.7
100331,11/09/2018,1026
100924,1/05/2018,97.38
100770,29/12/2017,349.6
100229,9/11/2017,1583.34
100530,20/08/2018,1000
100708,13/04/2018,549.59
100383,6/11/2018,248.9
100770,18/08/2017,524.8
100811,2/05/2018,1132.88
100458,15/09/2017,440.04
100557,22/06/2018,122.22
100557,22/06/2018,548.93
100557,22/06/2018,155.61
100385,28/06/2018,77.29
100557,27/07/2018,1388.24
100557,27/07/2018,295.56
100557,3/09/2018,451.57
100729,9/05/2018,120.95
100460,17/05/2018,345.8
100385,5/07/2018,10.05
100016,27/06/2018,1050.62
100934,6/12/2017,585.2
100755,27/11/2017,160.39
100924,30/11/2017,575.7
100783,11/01/2018,1342.2
100755,5/12/2018,295.86
100397,16/01/2018,248.19
100557,27/07/2018,480.86
100557,6/07/2018,100.04
100114,27/11/2018,1493.73
100843,5/11/2018,514.58
100331,9/10/2018,948.48
100755,6/09/2018,283.18
100924,28/09/2018,1146.54
100924,28/03/2018,617.5
100129,22/10/2018,292.15
100460,2/11/2017,345.8
100917,25/09/2017,318.4
100557,27/11/2017,243.83
100557,15/11/2018,203.26
100557,15/11/2018,309.44
100557,15/11/2018,90.35
100934,13/04/2018,585.2
100257,13/06/2018,518.2
100624,1/05/2018,438.46
100557,16/03/2018,340.68
100489,2/11/2017,647.19
100331,3/01/2018,684
100557,13/04/2018,241.22
100331,7/12/2017,684
100383,6/11/2018,442.7
100533,30/07/2018,67.83
100557,14/09/2018,158.78
100557,14/09/2018,755.82
100557,14/09/2018,49.38
100557,14/09/2018,296.98
100383,15/11/2018,484.84
100411,28/11/2017,337.16
100755,30/10/2017,170.35
100924,30/10/2017,923.41
100257,13/10/2017,807.55
100411,18/12/2017,427.31
100331,31/08/2017,1026
100257,12/02/2018,412.44
100557,8/06/2018,159.26
100557,3/11/2017,242.65
100016,28/09/2017,238.24
100557,23/04/2018,76.54
100123,24/04/2018,295.96
100397,13/12/2017,273.13
100947,21/12/2017,313
100557,20/08/2018,511.23
100329,12/09/2018,1781.25
100729,7/11/2018,65.08
100290,5/09/2018,2833
100530,27/11/2017,3802.96
100708,1/11/2017,549.59
100917,25/09/2017,602.68
100458,28/11/2017,647.69
100257,7/07/2017,786.53
100557,21/12/2018,478.14
100557,13/10/2017,246.63
100624,5/06/2018,548.08
100331,3/08/2017,684
100458,28/11/2017,1449.7
100428,20/02/2018,2296.4
100460,2/02/2018,432.25
100530,23/05/2018,1000
100708,22/01/2018,549.59
100708,22/12/2017,549.59
100411,3/01/2018,339.63
100755,18/12/2017,141.58
100924,29/12/2017,64.71
100770,29/12/2017,349.6
100947,19/11/2018,340
100530,23/05/2018,1000
100460,4/06/2018,432.25
100460,4/01/2018,345.8
100755,4/01/2019,407.75
100624,6/02/2018,460.39
100557,16/01/2018,225.35
100123,18/05/2018,179.13
100331,2/07/2018,684
100708,26/10/2018,657.7
100783,13/07/2018,1489.33
100934,3/08/2017,558.6
100947,24/07/2017,320
100934,1/06/2018,611.8
100755,15/06/2018,180.08
100924,2/07/2018,1074.57
100557,8/06/2018,786.97
100331,31/10/2017,684
100123,31/05/2018,381.64
100331,13/08/2018,684
100950,23/08/2018,594.45
100934,9/10/2017,558.6
100460,29/09/2017,345.8
100708,22/09/2017,686.99
100411,11/10/2017,345.8
100557,18/05/2018,296.98
100489,2/10/2017,237.5
100114,10/11/2017,1370.79
100924,27/09/2017,36.88
100934,4/07/2018,558.6
100458,6/11/2017,633.45
100947,24/07/2017,400
100934,13/04/2018,532
100755,23/03/2018,158.39
100708,26/11/2018,822.13
100229,6/11/2018,791.67
100329,8/11/2018,2493.75
100229,31/07/2017,791.67
100924,30/10/2017,103.66
100530,20/08/2018,1000
100708,22/06/2018,686.99
100947,4/12/2018,100
100934,3/08/2017,585.2
100257,11/08/2017,1013.73
100783,6/10/2017,1126.32
100708,25/05/2018,549.59
100411,22/06/2018,455.72
100530,27/11/2017,1000
100257,11/12/2017,409
100331,5/12/2018,1164.32
100257,18/12/2018,517.4
100477,17/01/2018,654.41
100161,10/10/2018,1288.76
100788,22/11/2018,1790.36
100636,8/09/2017,300
100735,5/07/2017,274.36
100015,5/07/2017,72.89
100203,22/08/2018,7482.33
100162,2/07/2018,439.38
100773,9/08/2017,152.22
100175,4/07/2018,1240.32
100810,30/04/2018,1530.26
100889,1/08/2018,1562.04
100554,17/12/2018,484.5
100643,8/11/2018,1903.8
100594,5/10/2018,584.61
100735,2/10/2018,229.96
100292,2/02/2018,14596.5
100903,19/04/2018,273.56
100203,3/07/2017,516.19
100554,6/08/2018,484.5
100889,18/07/2018,1439.28
100874,29/05/2018,1591.35
100886,25/05/2018,381.2
100409,22/02/2018,4768.81
100409,22/02/2018,3247.86
100788,21/05/2018,847.3
100161,11/01/2018,1638.6
100643,18/01/2018,779
100554,5/02/2018,2098.08
100501,7/12/2017,2955.94
100724,4/12/2017,1638.04
100203,6/02/2018,8521.91
100594,25/06/2018,1753.83
100957,13/06/2018,349.6
100302,31/10/2018,1220.94
100788,28/03/2018,2244.93
100852,16/04/2018,200
100554,3/05/2018,2460.5
100774,29/03/2018,21032.12
100643,5/07/2018,1717.6
100773,2/08/2017,932.9
100773,2/08/2017,52.25
100021,7/10/2018,1655.1
100292,12/09/2017,14545
100903,27/10/2017,243.66
100161,12/07/2017,2323.32
100021,14/07/2017,1098
100810,27/10/2017,1642.55
100302,27/04/2018,12304.26
100774,26/02/2018,16387.5
100670,11/07/2017,2266.32
100872,4/07/2017,1068.73
100496,14/11/2017,1235
100203,28/06/2018,6544.35
100903,31/08/2018,250.87
100161,13/06/2018,1336.88
100886,28/08/2017,378.65
100872,8/10/2018,1187.55
100501,16/10/2018,2252.24
100175,12/10/2018,2320.73
100886,25/10/2018,381.2
100348,2/07/2018,796.15
100348,2/07/2018,584.31
100986,20/09/2017,371.4
100636,1/06/2018,800
100554,30/10/2017,2377.17
100501,31/08/2017,2765.52
100724,1/09/2017,1657.99
100203,26/10/2017,9319.06
100788,21/09/2017,4048.58
100496,14/11/2017,1235
100986,13/07/2017,4836.6
100015,5/09/2017,131.49
100021,14/08/2017,1631.7
100440,3/05/2018,1650.23
100021,30/01/2018,1324.08
100203,3/07/2017,8792.49
100203,22/08/2018,6129.19
100162,30/08/2018,627.78
100735,3/07/2018,331.61
100292,2/07/2018,14494
100886,25/07/2018,381.2
100554,10/07/2017,2749.87
100501,16/10/2018,2817.72
100168,3/08/2018,526.2
100168,3/08/2018,497.8
100168,3/08/2018,584.44
100886,25/09/2018,381.2
100594,5/10/2018,876.92
100236,14/08/2018,217.36
100236,14/08/2018,345.8
100203,3/07/2017,9009.34
100168,9/04/2018,700.08
100810,29/10/2018,493.76
100810,24/10/2018,941.84
100810,24/10/2018,3882.42
100236,23/10/2018,1089.84
100236,23/10/2018,95.76
100162,14/12/2018,816.16
100735,6/11/2018,371.47
100175,19/11/2018,1823.73
100015,4/08/2017,132.28
100168,4/08/2017,864.08
100203,27/07/2017,553
100236,31/01/2018,6139.9
100236,31/01/2018,821.28
100872,20/04/2018,1068.73
100175,16/03/2018,3203.88
100292,9/04/2018,15068
100302,1/11/2017,11694.58
100161,10/05/2018,855.27
100292,4/05/2018,18988.75
100643,7/11/2017,1675.8
100161,12/12/2017,2552.91
100292,11/12/2017,13305
100348,2/07/2018,475
100852,4/09/2018,198
100501,31/07/2018,1891.97
100161,10/08/2018,1195.51
100236,28/09/2018,311.22
100236,28/09/2018,975.46
100810,4/10/2018,329.78
100348,10/12/2018,487.54
100886,27/11/2018,571.8
100292,2/11/2018,15162
100168,6/10/2017,741.76
100292,29/11/2018,860
100236,19/07/2017,1096.16
100236,19/07/2017,330.15
100735,6/02/2018,281.58
100852,16/04/2018,361
100787,4/08/2017,504.45
100013,4/05/2018,2870.52
100724,11/04/2018,335.73
100302,6/08/2018,4274.99
100013,18/05/2018,956.84
100724,3/05/2018,335.73
100162,8/06/2018,330.23
100348,13/04/2018,262.3
100013,8/01/2018,978.02
100348,24/11/2017,407.36
100168,3/08/2018,584.44
100496,3/08/2017,988
100203,21/11/2018,6623.55
100162,29/10/2018,1372.24
100852,19/11/2018,208
100302,31/10/2018,910.69
100724,19/10/2018,241.87
100168,9/03/2018,1041
100348,21/09/2017,478.8
100168,6/10/2017,869.4
100021,14/08/2017,1098
100636,22/11/2017,1200
100986,20/11/2017,5709.97
100670,16/01/2018,2261.76
100874,24/07/2018,1476.87
100636,12/07/2018,1816.35
100203,21/11/2018,6645.9
100788,25/10/2018,1790.36
100501,11/04/2018,2635.57
100021,14/07/2017,1631.7
100021,14/07/2017,891.9
100735,5/09/2017,253.42
100986,20/09/2017,6364.16
100889,20/12/2017,927.76
100874,2/10/2017,1203.18
100886,26/09/2017,362.14
100203,26/10/2017,6551.98
100889,17/07/2017,1127.45
100874,28/07/2017,1344.35
100986,13/07/2017,97.32
100628,6/08/2018,9105.38
100431,20/07/2018,1501.76
100670,19/07/2018,2479.41
100440,13/07/2018,1290.64
100710,31/07/2018,3143.08
100203,6/02/2018,7304.12
100496,1/02/2018,1235
100774,27/10/2017,100
100889,24/10/2018,878.4
100874,4/10/2018,1577.09
100788,27/09/2018,1909.63
100175,31/10/2018,3335.44
100021,5/10/2018,1324.08
100554,3/01/2018,2995.17
100162,20/04/2018,426.11
100554,28/07/2017,3086.63
100986,3/05/2018,2807.88
100874,1/05/2018,1466.22
100886,26/04/2018,381.2
100774,12/04/2018,20285
100554,18/09/2017,2793
100501,7/08/2017,2381.44
100724,1/08/2017,1289.91
100670,10/10/2017,1398.4
100348,1/05/2018,509.2
100168,22/06/2018,526.2
100348,1/05/2018,267.49
100013,8/01/2018,956.84
100168,6/10/2017,170.34
100013,23/02/2018,956.84
100348,24/11/2017,47.5
100348,24/11/2017,458.85
100348,24/11/2017,213.74
100636,13/03/2018,1200
100431,4/05/2018,1501.76
100670,18/04/2018,2275.82
100348,1/05/2018,320.15
100302,18/07/2017,9327.15
100554,23/05/2018,3075.63
100348,1/05/2018,568.58
100903,30/11/2018,84.46
100643,5/07/2018,1482
100168,7/01/2019,438.33
100236,4/07/2018,330.93
100236,4/07/2018,1896.94
100903,16/11/2018,140.32
100501,8/11/2017,2254.8
100724,1/11/2017,1322.26
100302,31/01/2018,10546.5
100292,24/12/2018,17447.5
100021,20/06/2018,1467
100903,28/12/2018,152.61
100013,28/07/2017,1085.8
100013,2/10/2018,2870.52
100724,3/08/2018,241.87
100236,2/08/2018,1539.49
100874,12/10/2018,1616.05
100203,21/11/2018,7873.74
100162,2/11/2018,714.22
100886,26/03/2018,381.2
100735,6/03/2018,439.68
100168,16/11/2018,1701.35
100774,27/10/2017,22567.5
100236,17/08/2017,2126.75
100236,17/08/2017,232.56
100236,17/08/2017,72.96
100957,2/08/2017,773.34
100168,9/04/2018,50
100168,10/04/2018,510.72
100168,21/12/2018,590.52
100236,27/10/2017,3134.18
100292,24/12/2018,860
100168,8/12/2017,293.2
100168,8/12/2017,121.6
100168,8/12/2017,695.52
100217,20/04/2018,112.18
100013,30/01/2018,956.84
100501,30/04/2018,3259.52
100735,3/04/2018,306.53
100636,10/12/2018,368
100013,20/04/2018,376.59
100292,6/11/2017,18076.25
100168,27/10/2017,134.81
100170,6/12/2018,576.16
100643,7/11/2017,104.02
100348,14/02/2018,741.95
100168,29/01/2018,867.16
100957,25/05/2018,918.77
100348,14/12/2017,214.99
100168,8/12/2017,493.24
100903,29/01/2018,279.67
100203,3/07/2017,6880.59
100889,11/09/2018,949.57
100810,30/04/2018,990.13
100574,31/07/2018,351.76
100567,20/08/2018,2055.67
100567,19/10/2017,271.56
100689,26/10/2017,1379.7
100246,14/09/2017,3488.65
100567,19/09/2017,274.34
100539,17/07/2017,91.44
100689,27/03/2018,20525.48
100567,23/01/2018,1285.18
100567,20/04/2018,60.46
100567,20/04/2018,55386.94
100567,20/04/2018,351.54
100901,9/11/2017,23988.17
100817,28/09/2017,327.44
100654,4/10/2017,1961.46
100654,4/10/2017,1233.96
100654,4/10/2017,1982.5
100654,4/10/2017,1503.64
100654,4/10/2017,1892.3
100654,4/10/2017,1631.07
100654,4/10/2017,1941.1
100654,4/10/2017,2175.22
100654,4/10/2017,1760
100654,4/10/2017,1920
100654,4/10/2017,1560
100654,4/10/2017,1574.57
100654,4/10/2017,1920
100654,4/10/2017,1640
100654,4/10/2017,1920
100654,4/10/2017,1067.8
100654,4/10/2017,1348.36
100654,4/10/2017,913.48
100654,4/10/2017,820
100654,4/10/2017,548.08
100654,4/10/2017,1534.96
100654,4/10/2017,480.52
100654,4/10/2017,1101.16
100654,4/10/2017,867.79
100654,4/10/2017,1278.84
100654,4/10/2017,884.26
100654,4/10/2017,1109.62
100654,4/10/2017,1012.18
100654,4/10/2017,439.8
100654,4/10/2017,1296.11
100654,4/10/2017,1108.33
100654,4/10/2017,1261.61
100654,4/10/2017,1211.28
100654,4/10/2017,400.44
100654,4/10/2017,266.93
100654,4/10/2017,1160
100654,4/10/2017,266.96
100654,4/10/2017,1081.15
100654,4/10/2017,656.22
100654,4/10/2017,803.84
100654,4/10/2017,1160
100654,4/10/2017,328.84
100654,4/10/2017,1084.47
100654,4/10/2017,709.1
100654,4/10/2017,438.46
100654,4/10/2017,314.8
100654,4/10/2017,1160
100654,4/10/2017,712.5
100654,4/10/2017,556.53
100654,4/10/2017,694.24
100654,4/10/2017,1265.22
100654,4/10/2017,717.67
100654,4/10/2017,1160
100654,4/10/2017,694.07
100654,4/10/2017,803.84
100654,4/10/2017,1213.89
100654,4/10/2017,556.88
100654,4/10/2017,567.28
100654,4/10/2017,1166.63
100654,4/10/2017,1160
100654,4/10/2017,876.92
100654,4/10/2017,1229.07
100654,4/10/2017,680.71
100654,4/10/2017,344.35
100654,4/10/2017,530.33
100654,4/10/2017,1301.37
100654,4/10/2017,579.2
100654,4/10/2017,1023.08
100654,4/10/2017,1514.03
100654,4/10/2017,1923.04
100654,4/10/2017,820
100654,4/10/2017,1458.21
100654,4/10/2017,599.24
100654,4/10/2017,1160
100654,4/10/2017,803.56
100654,4/10/2017,1368.12
100654,4/10/2017,36.34
100654,4/10/2017,895.81
100654,4/10/2017,1160
100654,4/10/2017,621.99
100654,4/10/2017,1373.67
100654,4/10/2017,1242.32
100654,4/10/2017,417.12
100654,4/10/2017,895.64
100654,4/10/2017,353.86
100654,4/10/2017,1201.28
100654,4/10/2017,1160
100654,4/10/2017,1922.32
100654,4/10/2017,858.64
100654,4/10/2017,1334.72
100654,4/10/2017,657.68
100654,4/10/2017,603.54
100654,4/10/2017,1498.08
100654,4/10/2017,867.6
100654,4/10/2017,934.32
100654,4/10/2017,528.9
100654,4/10/2017,1059.6
100654,4/10/2017,1160
100654,4/10/2017,749.04
100654,4/10/2017,511.52
100654,4/10/2017,1096.16
100654,4/10/2017,803.84
100654,4/10/2017,1160
100654,4/10/2017,43.85
100654,4/10/2017,1203.08
100654,4/10/2017,300.32
100654,4/10/2017,667.36
100654,4/10/2017,1154.55
100654,4/10/2017,921.72
100654,4/10/2017,2083.33
100654,4/10/2017,240.26
100654,4/10/2017,426.24
100654,4/10/2017,821.02
100654,4/10/2017,800.84
100654,4/10/2017,234.92
100654,4/10/2017,820
100654,4/10/2017,290
100654,4/10/2017,1048.33
100654,4/10/2017,870.83
100654,4/10/2017,697
100654,4/10/2017,338.69
100654,4/10/2017,1160
100654,4/10/2017,1301.37
100654,4/10/2017,939.88
100654,4/10/2017,734.12
100654,4/10/2017,422.89
100654,4/10/2017,686.83
100654,4/10/2017,1923.04
100654,4/10/2017,745.4
100654,4/10/2017,561.6
100654,4/10/2017,1067.8
100654,4/10/2017,682.97
100654,4/10/2017,615
100654,4/10/2017,820
100654,4/10/2017,1334.72
100654,4/10/2017,1237.63
100654,4/10/2017,1096.16
100654,4/10/2017,1004.8
100654,4/10/2017,1023.08
100654,4/10/2017,1537.23
100654,4/10/2017,1160
100654,4/10/2017,550.48
100654,4/10/2017,2855.78
100654,4/10/2017,1459.31
100654,4/10/2017,173.28
100654,4/10/2017,1276.06
100654,4/10/2017,1120.63
100654,4/10/2017,967.68
100654,4/10/2017,734.12
100654,4/10/2017,615
100654,4/10/2017,595.62
100654,4/10/2017,433.8
100654,4/10/2017,209.39
100654,4/10/2017,31.18
100654,4/10/2017,1035.05
100654,4/10/2017,664.7
100654,4/10/2017,116.79
100654,4/10/2017,1101.16
100654,4/10/2017,820
100654,4/10/2017,684.53
100654,4/10/2017,968.26
100654,4/10/2017,986.52
100654,4/10/2017,649.42
100654,4/10/2017,1048.33
100654,4/10/2017,333.68
100654,4/10/2017,1087.71
100654,4/10/2017,725.1
100654,4/10/2017,79.13
100654,4/10/2017,730.76
100654,4/10/2017,913.48
100654,4/10/2017,867.58
100654,4/10/2017,1199.56
100654,4/10/2017,512.83
100654,4/10/2017,822.54
100654,4/10/2017,1130.76
100654,4/10/2017,1920.16
100654,4/10/2017,1554.41
100654,4/10/2017,633.33
100654,4/10/2017,839.59
100654,4/10/2017,821.03
100654,4/10/2017,1103.68
100654,4/10/2017,1160
100654,4/10/2017,233.58
100654,4/10/2017,1180.16
100654,4/10/2017,657.68
100654,4/10/2017,744.16
100654,4/10/2017,950
